"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"1411","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.365254763,-82.83217914,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10462093
"1412","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.093892124,-83.51866388,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Runaway Knob","public",10462094
"1413","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.03143552,-83.53526589,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Standing Indian Mountain","public",10462096
"1414","Rhododendron","Rhododendron canescens","diameter at breast height (1.3 m)","0.5","cm",NA,33.033681256,-80.386563217,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Givhans Ferry State Park","public",10462097
"1415","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.103448705,-81.808160081,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Grandfather Mountain","public",10462098
"1416","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.934506856,-81.926860081,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10462100
"1417","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.928027842,-81.889538553,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10462101
"1418","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.899388813,-81.885227894,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10462102
"1419","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.360923427,-82.838354306,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10462103
"1420","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.428893326,-82.838797854,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10462104
"1421","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.428893326,-82.838797854,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10462105
"1422","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,34.98557274,-83.133951002,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",10462106
"1423","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.032958624,-83.4165138,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Mulberry Gap","public",10462107
"1424","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.079087318,-83.139752492,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Whiteside Mountain","public",10462108
"1425","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.080326581,-82.419696176,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Nolichucky River","public",10462109
"1426","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.77328552,-83.085727793,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Pigeon River Gorge","public",10462110
"1427","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.77328552,-83.085727793,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Pigeon River Gorge","public",10462111
"1428","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.3885,-81.2509,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Blue Ridge Parkway - Laurel Springs","public",10462112
"1429","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.08818244,-82.951577122,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Grassy Ridge","public",10462113
"1430","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.12172184,-82.620782963,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Jones Gap State Park","public",10462114
"1431","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.339743705,-82.814108198,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10462115
"1432","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.086319435,-82.917124981,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Big Spice Ridge","public",10462116
"1433","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","1.75","cm",NA,31.927607767,-82.068238846,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ohoopee Sand Ridge","public",10462117
"1434","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.305064421,-82.582600358,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"McClure's Bog","public",10462561
"1435","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.348930907,-82.867792606,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10561228
"1436","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.876906219,-81.889629699,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10561244
"1437","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.371124316,-84.00517559,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10561230
"1438","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.852104356,-81.91460156,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10561231
"1439","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.005174558,-83.142294758,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",10561232
"1440","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.030943508,-83.5799627,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - White Oak Stamp","public",10561234
"1441","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.029213732,-83.37333442,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - McDowell Mountain; McDowell = invalid place","public",10561236
"1442","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.913713293,-81.88671788,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10561265
"1443","Rhododendron","Rhododendron canescens","diameter at breast height (1.3 m)","1.75","cm",NA,33.033681256,-80.386563217,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Givhans Ferry State Park","public",10561238
"1444","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,36.092937826,-82.145073097,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Roan Mountain","public",10561240
"1445","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.838173434,-81.896835854,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10561241
"1446","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.079087318,-83.139752492,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Whiteside Mountain","public",10561242
"1447","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.095423104,-81.79496967,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Grandfather Mountain","public",10561243
"1448","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.918353757,-81.91702829,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10561245
"1449","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.893337267,-81.898788989,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10561246
"1450","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.440076196,-82.844450336,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10561247
"1451","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.342710097,-82.820666395,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10561248
"1452","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.389978139,-83.94974177,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10561250
"1453","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.431268266,-84.014897143,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10561251
"1454","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.379128989,-83.951107552,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10561252
"1455","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.380116391,-83.969632315,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10561253
"1456","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","22.5","cm",NA,35.002444128,-83.074102022,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",10561254
"1457","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,34.98557274,-83.133951002,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",10561255
"1458","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.324086207,-83.63027057,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Blowing Spring","public",10561256
"1459","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.079059948,-83.53121009,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Standing Indian Campground","public",10561257
"1460","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.010304171,-83.48038005,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Lodgepole Mountain","public",10561258
"1461","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.1,-83.2,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Shortoff Mountain","public",10561259
"1462","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,36.428039775,-81.381472392,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River","public",10561260
"1463","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.433729983,-81.381828331,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River","public",10561262
"1464","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.081604586,-82.905728955,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Bearwallow Creek","public",10561263
"1465","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.901011568,-81.885246016,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10561264
"1466","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.379866665,-83.11185,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",10561675
"1467","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.85024401,-81.910261197,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10660411
"1468","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.399303069,-82.272900009,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"The Pinnacles","public",10660412
"1469","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.291525239,-83.041603344,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Rich Mountain","public",10660390
"1470","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.874211479,-81.888270177,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10660392
"1471","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,35.833540726,-81.901433766,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10660393
"1472","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.409949162,-82.857197675,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10660395
"1473","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","17.5","cm",NA,35.368933093,-82.856917048,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10660396
"1474","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,35.031151512,-83.53591465,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Standing Indian Mountain","public",10660397
"1475","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,36.40870581,-81.509957064,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Paddy Mountain","public",10660399
"1476","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.902009364,-81.89656021,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10660400
"1477","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.939150756,-81.920927699,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10660401
"1478","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.3,-83.7,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Nantahala Gorge","public",10660403
"1479","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.3,-83.6,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Nantahala Gorge","public",10660404
"1480","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.1,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area & Chattooga River Watershed","public",10660405
"1481","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.428665702,-81.380265002,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River","public",10660406
"1482","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.206401161,-82.581301977,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Buck Forest","public",10660407
"1483","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.851318277,-81.911270202,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10660410
"1484","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.392683334,-83.101233333,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",10660845
"1485","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","17.5","cm",NA,35.4,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",10660846
"1486","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","1.27","cm",NA,35.982637812,-79.019085482,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Duke Forest - Korstian Division","public",10661167
"1487","Rhododendron","Rhododendron arborescens","diameter at breast height (1.3 m)","0.5","cm",NA,35.036667693,-83.28564898,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Scaly Mountain","public",10763476
"1488","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.428726521,-82.837912885,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10763477
"1489","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.43119238,-83.037777989,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Pinnicle Ridge","public",10763478
"1490","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.3225,-83.5199,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Tennessee River","public",10763480
"1491","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.368751152,-82.857022942,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10763481
"1492","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,35.036667693,-83.28564898,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Scaly Mountain","public",10763482
"1493","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.091939964,-81.816817435,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Grandfather Mountain","public",10763483
"1494","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.758705388,-82.166138443,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Beartree Ridge","public",10763484
"1495","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.927794203,-81.920463081,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10763485
"1496","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.916761493,-81.913019817,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10763486
"1497","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.851430981,-81.896321085,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10763487
"1498","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.400230775,-82.850147855,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10763488
"1499","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.370771207,-82.883705609,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10763489
"1500","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.358049599,-82.819800494,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10763490
"1501","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.366150164,-83.936330542,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10763491
"1502","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.374661039,-83.986159136,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10763493
"1503","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.3,-83.6,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Nantahala Gorge","public",10763494
"1504","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.082063373,-83.62576326,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Corundum Knob","public",10763495
"1505","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,34.8,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Oconee Station State Historic Site","public",10763496
"1506","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.428039775,-81.381472392,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River","public",10763497
"1507","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.435180895,-81.381157097,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River Bottoms","public",10763498
"1508","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.079791645,-82.905204281,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Bearwallow Creek","public",10763499
"1509","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.40220765,-80.26432345,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Cascade Creek; Piedmont acidic cove","public",10763500
"1510","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.3892876,-81.0824374,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Stone Mountain State Park","public",10763501
"1511","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.359933741,-82.838221794,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10763502
"1512","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.397526625,-82.254835501,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"World's Edge","public",10763503
"1513","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.392683334,-83.101233333,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",10763927
"1514","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,36.022901382,-81.898630058,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Pineola; southern end","public",10763946
"1515","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.022901382,-81.898630058,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Pineola; southern end","public",10763947
"1516","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.852647809,-81.914275582,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10863077
"1517","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.916144956,-81.887077598,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10863078
"1518","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.421070876,-83.982806317,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10863079
"1519","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.107856787,-83.184715064,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Shortoff Mountain","public",10863081
"1520","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.176974221,-82.625380886,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Buck Forest","public",10863082
"1521","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,36.408685989,-81.51050985,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Paddy Mountain","public",10863083
"1522","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","0.5","cm",NA,36.26264268,-80.49128438,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pilot Mountain State Park","public",10863085
"1523","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.928027842,-81.889538553,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10863086
"1524","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,36.460795913,-81.488928147,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Phoenix Mountain","public",10863087
"1525","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,36.44786413,-81.06571425,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bullhead Mountain; Plot located to avoid largest cliffs.","public",10863088
"1526","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.863449449,-81.880507243,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10863089
"1527","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.388012928,-82.893794756,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10863090
"1528","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.4,-82.8,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10863091
"1529","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.39764177,-82.842601545,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10863094
"1530","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.352539933,-82.879210192,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10863095
"1531","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.42884579,-82.85366658,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10863096
"1532","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","17.5","cm",NA,35.431268266,-84.014897143,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10863097
