"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"1839","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,34.967543973,-79.519157397,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Sand Hills Game Land - Still Lane","public",11264082
"1840","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,34.55740766,-77.336749384,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Camp Lejeune Military Reservation","public",11264083
"1841","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.333853937,-76.650290652,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Goose Creek Game Land","public",11264084
"1842","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,35.332241971,-80.09934115,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Uwharrie NF - Stony Mountain","public",11264085
"1843","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,35.959106687,-77.187393292,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Broadneck Swamp","public",11264086
"1844","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,35.8337968,-76.951979795,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Devil's Gut","public",11264087
"1845","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","7.5","cm",NA,35.838246117,-76.943888646,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Devil's Gut","public",11264090
"1846","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,32.578784766,-81.325707775,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Webb Wildlife Center","public",11264091
"1847","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,35.1,-82.9,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Twin Falls","public",11264092
"1848","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,33.802891391,-80.747691037,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Congaree Swamp National Monument","public",11264093
"1849","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","1.75","cm",NA,35.430220433,-82.251398576,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Chimney Rock Park","public",11264095
"1850","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","7.5","cm",NA,35.471189881,-78.906254208,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Cape Fear River - Harnett County","public",11264230
"1851","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,36.060385573,-77.149338021,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Roquist Pocosin; Southern edge of Roquest Pocosin, near state properly line.  Across from the southern branch of the main road by way of a skid road through a recent clearcut.","public",11264446
"1852","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,34.922915944,-77.106371254,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Catfish Lake - Croatan National Forest; See map on fieldsheet","public",11264483
"1853","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.827505494,-80.839150987,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11327228
"1854","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3","cm",NA,33.788416777,-80.718903606,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11332209
"1855","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,34.980073665,-83.09269492,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",11362962
"1856","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","1.75","cm",NA,36.435180895,-81.381157097,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River Bottoms","public",11362963
"1857","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","1.75","cm",NA,32.351385069,-80.800075613,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Rose Island","public",11362964
"1858","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","1.75","cm",NA,32.515412076,-80.472112566,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ashe Island","public",11362965
"1859","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","1.75","cm",NA,35.9,-82.8,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Big Laurel Creek","public",11362966
"1860","Vitis","Vitis cinerea","diameter at breast height (1.3 m)","1.75","cm",NA,33.920414356,-78.289823851,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Sea Aire Drive","public",11362967
"1861","Vitis","Vitis cinerea","diameter at breast height (1.3 m)","1.75","cm",NA,36.097993001,-82.434917406,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Nolichucky River","public",11362969
"1862","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.155211715,-79.367221851,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Weymouth Woods State Park","public",11362970
"1863","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,35.155211715,-79.367221851,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Weymouth Woods State Park","public",11362971
"1864","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.947521372,-77.088768625,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Company Swamp","public",11362972
"1865","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,35.896014836,-77.11099009,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Roberson Tract","public",11362973
"1866","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,34.561492105,-78.252181557,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Black River - Beatty Bridge; Bank of river at the upstream end of.","public",11363297
"1867","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","4","cm",NA,33.823221934,-80.826375381,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11421348
"1868","Vitis",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,36,-82.7,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - White Oak Flats","public",11461734
"1869","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","0.5","cm",NA,35,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",11461728
"1870","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","0.5","cm",NA,35.005990278,-83.069256685,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",11461729
"1871","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,35.291928676,-81.097683405,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Catawba River - Redlair Tract","public",11461730
"1872","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,36.469013916,-75.865100143,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Currituck National Wildlife Refuge","public",11461732
"1873","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.412898283,-80.088926115,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Uwharrie NF - Yadkin River; BETWEEN DAMS","public",11461733
"1874","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,35.835219144,-76.954982665,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Devil's Gut","public",11461735
"1875","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.266897683,-81.854892963,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Sandy Mush Flat Rock; Island of forest perched on","public",11461736
"1876","Vitis","Vitis cinerea","diameter at breast height (1.3 m)","7.5","cm",NA,36.165812523,-78.16178468,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Sandy Creek N of Why 561","public",11461864
"1877","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,34.726371387,-78.543114825,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bladen Lakes State Forest - Tatum Millpond Bay; NE side of Tatum Millpond Bay near its outlet stream.  Wetland vegetation connects to a smaller bay across the road.","public",11462054
"1878","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","4","cm",NA,33.787350544,-80.785607169,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11462360
"1879","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.27","cm",NA,35.98645487,-79.037606218,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Duke Forest - Korstian Division; sketch on back","public",11462421
"1880","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.833473521,-80.83034361,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11564050
"1881","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","1.75","cm",NA,38.4721,-78.38135,NA,NA,"Dean Walton",NA,"United States",NA,"Rapidan River","public",11562417
"1882","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","7.5","cm",NA,38.3158166666667,-78.6313,NA,NA,"Dean Walton",NA,"United States",NA,"Hawksbill Run","public",11562484
"1883","Vitis","Vitis labrusca","diameter at breast height (1.3 m)","1.75","cm",NA,35.384513953,-82.724508679,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Bradley Creek","public",11563314
"1884","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","0.5","cm",NA,35.4,-84,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",11563308
"1885","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,35.911968865,-81.902990082,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",11563309
"1886","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","1.75","cm",NA,32.355365073,-80.789938326,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"East Rose Island","public",11563310
"1887","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,35.094975291,-82.892009425,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Maple Spring Branch","public",11563311
"1888","Vitis","Vitis cinerea","diameter at breast height (1.3 m)","12.5","cm",NA,34.447572194,-77.869797593,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Rocky Point","public",11563312
"1889","Vitis","Vitis cinerea","diameter at breast height (1.3 m)","1.75","cm",NA,34.447572194,-77.869797593,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Rocky Point","public",11563313
"1890","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,34.661791856,-77.062858482,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bogue Banks","public",11563315
"1891","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.009998654,-79.496035029,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Camp MacKall Military Reseervation","public",11563316
"1892","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.191404452,-79.17408324,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Fort Bragg Military Reservation","public",11563319
"1893","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.301004047,-79.894517152,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Uwharrie NF - Pleasant Grove Longleaf","public",11563320
"1894","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,31.936481546,-81.764943478,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Fort Stewart Military Reservation","public",11563321
"1895","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","7.5","cm",NA,33.2,-80.3,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Francis Beidler Forest - Powerline Bluff","public",11563322
"1896","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,35.026945397,-83.00645884,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Coon Branch Natural Area","public",11563323
"1897","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,32.335371694,-80.507568543,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Olde Island","public",11563324
"1898","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,33.801899501,-80.791210181,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Congaree Swamp National Monument","public",11563325
"1899","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","1.75","cm",NA,34.952247346,-79.870411304,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pee Dee River Gabbro Slopes; See map on Field sheet","public",11563640
"1900","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","14.5","cm",NA,33.812986321,-80.817395698,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11564039
"1901","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.834570863,-80.864189647,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11645083
"1902","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","2.5","cm",NA,33.813880566,-80.79858886,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11649018
"1903","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","2.5","cm",NA,33.832894755,-80.856006816,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11649208
"1904","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","4","cm",NA,33.833349674,-80.857070581,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11661576
"1905","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.811554351,-80.832184926,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11662485
"1906","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,35.3,-83.7,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Nantahala Gorge","public",11662928
"1907","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,33.8,-80.7,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Congaree Swamp National Monument","public",11662929
"1908","Vitis","Vitis labrusca","diameter at breast height (1.3 m)","1.75","cm",NA,35.286268179,-83.486857704,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Tennessee River","public",11662930
"1909","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.244144472,-75.589821545,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Cape Hatteras NS - Buxton Woods","public",11662931
"1910","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,34.698269618,-76.828071193,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bogue Banks","public",11662932
"1911","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,35.959106687,-77.187393292,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Broadneck Swamp","public",11662933
"1912","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,36.073395457,-77.314945472,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Big Swash","public",11662934
"1913","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,36.073395457,-77.314945472,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Big Swash","public",11662935
"1914","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,33.197950959,-80.334972195,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Francis Beidler Forest - Mallard Lake","public",11662936
"1915","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,35.095897,-82.899895997,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Frozen Creek Road","public",11662938
"1916","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,33.832770139,-80.817829032,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Congaree Swamp National Monument","public",11662942
"1917","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,36.01384136,-81.1495141,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Little Joe Mountain","public",11662943
"1918","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","0.5","cm",NA,35.375163699,-83.958446252,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",11662944
"1919","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,35.980417286,-79.003673612,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New Hope Creek; Floodplain of New Hope Creek off of the trail that enters Duke Forest off of Erwin Road","public",11663048
"1920","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,35.536088541,-79.319926866,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Deep River - Chatham County","public",11663049
"1921","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.881433588,-78.769291807,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Umstead State Park","public",11663076
"1922","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,33.377790384,-79.812406175,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Francis Marion NF- South Santee River; Take USFS Road 144, then 144A to Santee River.  Then take left (west) into slough adjacent to parking.  See map on data sheet.","public",11663129
"1923","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,34.761482861,-78.406884606,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"South River - Garland; Off Highway 701, North of bridge, NE side of South River, 15-20 m away from river.","public",11663240
"1924","Vitis","Vitis riparia","diameter at breast height (1.3 m)","0.5","cm",NA,36.343717409,-76.758352229,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Chowan Swamp Game Land - Chowan River; See map on datasheet","public",11663254
"1925","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","8","cm",NA,33.761950821,-80.737828194,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11729547
"1926","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.5","cm",NA,33.812986321,-80.817395698,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11747145
"1927","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","4.5","cm",NA,33.775447964,-80.715012644,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11749833
"1928","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,35.376926153,-82.927768764,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",11761932
"1929","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","0.5","cm",NA,35.977399929,-75.653039871,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nags Head Woods","public",11761933
"1930","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","0.5","cm",NA,35.154880664,-79.362727542,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Weymouth Woods State Park","public",11761934
"1931","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,35.030191254,-77.134946498,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Croatan NF - Island Creek","public",11761937
"1932","Vitis","Vitis cinerea","diameter at breast height (1.3 m)","7.5","cm",NA,36,-81.8,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Escarpment","public",11761938
"1933","Vitis","Vitis cinerea","diameter at breast height (1.3 m)","7.5","cm",NA,35,-82.8,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Wadakoe Mountain","public",11761939
"1934","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,33.13748858,-80.02095536,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Mulberry Plantation","public",11761940
"1935","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,35.170781063,-79.378548859,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Weymouth Woods SP - Boyd Estate","public",11761941
"1936","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.385886501,-79.970209958,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Uwharrie NF - Lomax Church Longleaf","public",11761942
"1937","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,35.37307445,-80.077342854,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Morrow Mountain State Park","public",11761944
"1938","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.332488573,-80.097346868,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Uwharrie NF - Stony Mountain","public",11761946
"1939","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,36.326731577,-77.457061697,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Camassia","public",11761948
"1940","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,32.346041793,-80.460868894,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Hunting Island State Park","public",11761952
"1941","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.76330354,-78.68625356,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Lake Raleigh; Old hardwood stand on SE slopes of Lake Raleigh.  Able to access area off of Trailwood Rd.","public",11761953
"1942","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.75","cm",NA,33.771396365,-80.717354497,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Congaree Swamp National Monument","public",11761954
"1943","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,34.606431522,-78.249224368,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"upper Black River site; River terrace on the Black River, mixed oak dominance, away from levee (ca.150m)","public",11761956
"1944","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,35.623284539,-79.108914837,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Deep River - Chatham County; East of plot 12, also on the Justice Tract","public",11762073
"1945","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","7.5","cm",NA,35.68154533,-79.331257719,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Rocky River","public",11762074
"1946","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","0.5","cm",NA,35.4,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",11762243
"1947","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.777984536,-80.799411919,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11835744
"1948","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","0.5","cm",NA,34.9,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Oconee SP - Tamassee Knob","public",11862326
"1949","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","0.5","cm",NA,35.4,-84,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",11862327
"1950","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,35.1,-82.9,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Big Spice Ridge","public",11862328
"1951","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,35.971692471,-77.168920404,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Broadneck Swamp","public",11862329
"1952","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,35.861785599,-77.041878195,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Conine West","public",11862332
"1953","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,33.169273545,-79.789133421,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Francis Marion NF - Nicholson Creek","public",11862333
"1954","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","1.75","cm",NA,35.538673639,-78.986668481,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Cape Fear River - Chatham County","public",11862453
"1955","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","7.5","cm",NA,35.681392244,-79.330620032,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Rocky River","public",11862454
"1956","Vitis","Vitis cinerea","diameter at breast height (1.3 m)","1.75","cm",NA,33.214473494,-79.46406941,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Francis Marion NF - Wambah Creek","public",11862530
"1957","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","7.5","cm",NA,33.285605449,-79.615484364,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Francis Marion NF - Guillard Lake","public",11862531
"1958","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,33.182119982,-79.779260283,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Francis Marion NF - Jericho Swamo; To get to the plot:
     Drive to the end of 158, turn right onto 158D and go to the dead end.  Go directly east until you reach a Scirpus/Carex forest depression.","public",11862534
"1959","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","1.75","cm",NA,36.060385573,-77.149338021,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Roanoke River - Roquist Pocosin; Southern edge of Roquest Pocosin, near state properly line.  Across from the southern branch of the main road by way of a skid road through a recent clearcut.","public",11862663
"1960","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","0.5","cm",NA,34.848538658,-76.701595717,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Sea Gate Woods; Near Trail","public",11862681
"1961","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.81","cm",NA,36.002310052,-79.039201232,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Duke Forest - Korstian Division","public",11862906
"1962","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","2.5","cm",NA,33.832894755,-80.856006816,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11863135
"1963","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.783199078,-80.789376321,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11965841
